participant_id,trial,condition,word,color,response,reaction_time
84,9,incongruent,yellow,green,y,924.5771448145648
84,10,congruent,yellow,yellow,y,887.5589386126852
84,11,incongruent,green,yellow,y,855.5453351385644
84,12,incongruent,green,yellow,b,828.7426051300102
84,13,incongruent,red,yellow,b,898.0620344368008
84,14,incongruent,yellow,red,r,890.0551215583772
84,15,congruent,yellow,yellow,r,936.217831644292
84,16,incongruent,yellow,green,r,890.111364457023
84,17,incongruent,blue,red,r,941.0340194953238
84,18,incongruent,yellow,blue,g,847.942540186017
84,19,incongruent,green,blue,r,922.3531611733152
84,20,congruent,red,red,y,792.1473844141884
84,21,congruent,red,red,g,604.6708147356632
84,22,congruent,red,red,g,975.5578565380632
84,23,incongruent,blue,yellow,y,927.4813235730052
84,24,incongruent,yellow,green,g,843.9045144761175
84,25,congruent,yellow,yellow,r,817.5437990918601
84,26,incongruent,green,red,b,911.732188075302
84,27,incongruent,red,blue,r,798.188808050074
84,28,incongruent,red,yellow,r,931.2998285198996
84,29,incongruent,blue,green,r,956.3426813136654
84,30,incongruent,blue,red,r,780.6275675745167
84,31,incongruent,green,red,g,904.90915199784
84,32,congruent,blue,blue,r,759.5925097889495
84,33,congruent,red,red,b,864.02690058302
84,34,congruent,blue,blue,b,739.3569572660097
84,35,congruent,yellow,yellow,b,865.2467956826232
84,36,incongruent,red,blue,g,825.7616356229066
84,37,incongruent,green,red,b,852.0503361639816
84,38,incongruent,yellow,blue,r,875.083614242694
84,39,congruent,yellow,yellow,g,861.7665780260518
84,40,congruent,blue,blue,b,874.5157087569521
85,1,incongruent,yellow,blue,b,1003.6804748296958
85,2,incongruent,red,yellow,g,1052.8536253555062
85,3,congruent,red,red,r,773.6316331266455
85,4,incongruent,blue,green,y,1120.5914888964116
85,5,incongruent,green,blue,b,990.7968061639612
85,6,congruent,red,red,r,790.1086851457419
85,7,congruent,red,red,r,742.3396737596171
85,8,congruent,green,green,b,635.9617400701753
85,9,incongruent,blue,red,r,914.5189857258416
85,10,congruent,red,red,y,577.7925432750151
85,11,congruent,blue,blue,b,627.1709051197208
85,12,congruent,blue,blue,y,740.0896920249282
85,13,congruent,blue,blue,b,751.6607663724483
85,14,congruent,yellow,yellow,y,726.1713748618699
85,15,incongruent,blue,red,r,1013.357841522532
85,16,congruent,green,green,g,659.2987292557441
85,17,incongruent,blue,red,y,959.3384123930678
85,18,congruent,red,red,r,737.5298711478949
85,19,incongruent,green,yellow,g,914.3218838718008
85,20,congruent,yellow,yellow,b,774.3311755514522
85,21,congruent,yellow,yellow,y,664.6972347617295
85,22,congruent,red,red,g,747.7035872664937
85,23,incongruent,blue,red,g,1064.6543944441162
85,24,congruent,red,red,g,707.3216956824537
85,25,congruent,green,green,b,676.7573240558892
85,26,incongruent,yellow,blue,b,1037.6779545380489
85,27,incongruent,red,blue,b,981.656226381162
85,28,incongruent,green,yellow,g,905.0547974359296
85,29,congruent,blue,blue,r,676.455077921771
85,30,incongruent,yellow,red,g,1040.5552334768013
85,31,congruent,blue,blue,g,809.3027543333815
85,32,incongruent,yellow,red,y,892.980873265043
85,33,incongruent,blue,red,b,1025.9181231795935
85,34,incongruent,yellow,green,g,896.9753909283332
85,35,incongruent,green,red,g,1023.0268864015434
85,36,congruent,red,red,b,834.6693439513099
85,37,incongruent,green,red,r,1003.5679153365014
85,38,congruent,green,green,y,664.4198583157182
85,39,incongruent,red,yellow,b,945.7788217616952
85,40,incongruent,yellow,green,g,957.5415640924156
86,1,incongruent,yellow,green,b,971.3427742744416
86,2,incongruent,red,green,g,710.37247727568
86,3,incongruent,yellow,red,b,1028.3983509165278
86,4,incongruent,green,yellow,g,953.9492677485624
86,5,incongruent,blue,green,y,672.8189723432146
86,6,incongruent,green,red,r,980.5119534811596
86,7,congruent,green,green,y,598.8377134107362
86,8,incongruent,green,yellow,b,895.168348106793
86,9,congruent,green,green,r,580.2319386663103
86,10,congruent,blue,blue,b,687.9849315002735
86,11,incongruent,yellow,green,y,1046.5049898712105
86,12,congruent,blue,blue,g,523.2466511223304
86,13,congruent,blue,blue,y,637.9293857109193
86,14,congruent,red,red,y,605.0539435506117
86,15,incongruent,yellow,green,r,940.2976015698132
86,16,incongruent,red,blue,b,881.008372635121
86,17,congruent,yellow,yellow,g,664.3992023813292
86,18,congruent,blue,blue,b,595.1404754975135
86,19,incongruent,green,red,b,953.0571867664607
86,20,congruent,yellow,yellow,g,648.065666655746
86,21,congruent,green,green,y,616.8381213407123
86,22,incongruent,red,green,b,948.1106919061892
86,23,incongruent,yellow,green,g,745.8553511974717
86,24,congruent,red,red,r,674.7450240337323
86,25,incongruent,red,green,g,972.5581443762004
86,26,congruent,yellow,yellow,b,550.924573586001
86,27,congruent,blue,blue,y,629.2676968077528
86,28,incongruent,blue,yellow,b,906.3439630125696
86,29,congruent,yellow,yellow,b,716.2898957396282
86,30,incongruent,green,red,b,965.9481750692828
86,31,incongruent,green,blue,y,1051.271104054899
86,32,congruent,red,red,r,647.271695218839
86,33,incongruent,blue,red,r,809.9834296752157
86,34,congruent,yellow,yellow,g,495.2754359302882
86,35,congruent,yellow,yellow,b,557.6358839434788
86,36,congruent,green,green,b,576.6913839257123
86,37,congruent,yellow,yellow,r,598.5019838371396
86,38,congruent,green,green,r,585.1607971409436
86,39,incongruent,green,yellow,r,805.3340727123516
86,40,incongruent,blue,yellow,y,921.145383006835
87,1,congruent,blue,blue,g,632.6703872387004
87,2,incongruent,red,green,r,832.1654308320075
87,3,congruent,blue,blue,b,675.1593816233941
87,4,congruent,green,green,r,599.6638387633092
87,5,incongruent,green,yellow,b,842.8549227213638
87,6,incongruent,yellow,blue,b,772.189199754986
87,7,congruent,yellow,yellow,r,547.4503497946819
87,8,congruent,red,red,g,717.4921957939923
87,9,incongruent,blue,yellow,r,771.0104221776196
87,10,congruent,red,red,y,632.6471643022203
87,11,congruent,blue,blue,b,645.9421541018503
87,12,incongruent,green,red,g,630.9954583465209
87,13,incongruent,red,green,y,681.6216343274019
87,14,congruent,red,red,y,673.6697483028087
87,15,incongruent,red,green,y,649.5052400359092
87,16,congruent,green,green,b,613.0041652792322
87,17,incongruent,green,blue,g,607.9978049604946
87,18,incongruent,red,green,r,838.806163997715
87,19,incongruent,red,green,r,539.9868737966424
87,20,incongruent,green,yellow,b,697.4134532221395
87,21,incongruent,red,yellow,g,725.478814581568
87,22,congruent,blue,blue,b,581.9294701200863
87,23,congruent,blue,blue,r,731.0856865125609
87,24,congruent,blue,blue,g,711.6290439062135
87,25,congruent,red,red,b,765.4531280665573
87,26,incongruent,red,blue,b,651.40736185122
87,27,congruent,green,green,g,719.3232207430823
87,28,incongruent,blue,green,r,668.2715658388033
87,29,incongruent,yellow,red,y,665.5865493456777
87,30,congruent,yellow,yellow,b,546.2666168779793
87,31,congruent,green,green,r,654.9573281963349
87,32,incongruent,green,blue,g,655.6710516312775
87,33,congruent,green,green,y,591.1807710088838
87,34,incongruent,yellow,green,g,748.3591345580738
87,35,incongruent,green,yellow,y,576.6776742738629
87,36,congruent,blue,blue,b,755.8925000796098
87,37,congruent,green,green,r,675.9071470126531
87,38,incongruent,yellow,blue,r,609.8094547330735
87,39,incongruent,red,yellow,g,533.7617870136414
87,40,congruent,yellow,yellow,b,682.7540722758484
88,1,incongruent,green,blue,b,578.5234990921108
88,2,incongruent,green,red,r,563.7402213470768
88,3,incongruent,yellow,green,y,555.3210152864425
88,4,congruent,red,red,r,758.9779928075446
88,5,congruent,blue,blue,y,681.9939459822191
88,6,congruent,yellow,yellow,y,828.2676453943536
88,7,congruent,green,green,g,719.5155270036972
88,8,congruent,green,green,r,701.8897557433762
88,9,incongruent,green,yellow,b,554.3208753505617
88,10,congruent,blue,blue,b,782.1403378705052
88,11,incongruent,red,blue,r,480.7993295282006
88,12,congruent,yellow,yellow,b,728.309040183325
88,13,incongruent,red,yellow,b,461.50021746282835
88,14,congruent,blue,blue,g,821.5417483234165
88,15,incongruent,red,green,r,631.741706688382
88,16,incongruent,red,yellow,r,628.7069253528755
88,17,congruent,blue,blue,r,675.3073525739785
88,18,incongruent,green,yellow,g,608.4773792067537
88,19,incongruent,green,blue,g,624.3827700563229
88,20,incongruent,green,yellow,y,692.3099115448308
88,21,congruent,green,green,g,764.6528471918322
88,22,incongruent,yellow,blue,g,551.8538565828711
88,23,congruent,red,red,y,621.7923897681919
88,24,incongruent,red,blue,b,423.325384221225
88,25,congruent,green,green,b,615.9236012629148
88,26,congruent,blue,blue,b,919.991903151329
88,27,incongruent,yellow,blue,r,541.1531051773302
88,28,incongruent,red,yellow,r,551.3252678283392
88,29,congruent,blue,blue,r,752.8903546930602
88,30,incongruent,blue,green,b,388.55020361811
88,31,incongruent,green,yellow,g,695.633738227486
88,32,congruent,red,red,y,918.2837656077476
88,33,congruent,green,green,b,839.6772279303543
88,34,incongruent,yellow,red,r,664.3843224245576
88,35,congruent,green,green,g,712.574718591249
88,36,congruent,blue,blue,r,706.8922083675765
88,37,congruent,yellow,yellow,y,660.569411735762
88,38,incongruent,yellow,blue,g,552.9904920617737
88,39,incongruent,yellow,red,y,581.9878289419227
88,40,congruent,green,green,b,808.6044858175679
89,1,congruent,green,green,g,612.3402015813097
89,2,congruent,green,green,y,657.7893955800954
89,3,incongruent,green,red,r,1280.1718971311377
89,4,congruent,green,green,b,722.122336000256
89,5,congruent,yellow,yellow,r,557.8024798818298
89,6,incongruent,yellow,blue,g,1221.0186740550073
89,7,congruent,red,red,r,800.2614143311131
89,8,incongruent,green,red,r,1156.681063342389
89,9,incongruent,blue,red,y,1326.4867207115883
89,10,incongruent,yellow,blue,y,1274.3548542754925
89,11,congruent,blue,blue,r,648.4634250774027
89,12,congruent,red,red,y,660.138891043107
89,13,congruent,green,green,g,736.3420452337044
89,14,incongruent,blue,green,r,1265.2093329553786
89,15,congruent,red,red,r,648.3015809879224
89,16,incongruent,yellow,green,r,1392.7880073913834
89,17,congruent,green,green,r,607.7362967851072
89,18,incongruent,red,yellow,y,1359.742974622806
89,19,congruent,blue,blue,r,726.5551529365583
89,20,congruent,blue,blue,y,657.1648819522836
89,21,incongruent,green,red,y,1338.0030491564137
89,22,incongruent,blue,yellow,g,1343.0335192404011
89,23,congruent,yellow,yellow,g,701.5150633154793
89,24,congruent,green,green,b,860.969415659376
89,25,incongruent,green,red,r,1139.7060802997444
89,26,incongruent,green,yellow,g,1276.132574057436
89,27,congruent,green,green,g,751.3117388583039
89,28,congruent,yellow,yellow,y,786.8518937280679
89,29,incongruent,green,blue,g,1273.463492192012
89,30,incongruent,blue,yellow,r,1341.9990712477663
89,31,incongruent,yellow,blue,b,1417.8608503916207
89,32,incongruent,red,green,y,1113.9669327693905
89,33,congruent,blue,blue,g,872.3158504078111
89,34,congruent,green,green,b,592.0848199049985
89,35,incongruent,red,yellow,r,1210.3893207760011
89,36,congruent,blue,blue,y,754.3328242299173
89,37,incongruent,yellow,red,b,1125.9290540861812
89,38,incongruent,green,yellow,r,1220.885803425984
89,39,congruent,green,green,g,827.8807445053565
89,40,incongruent,green,yellow,b,1236.185867871863
90,1,incongruent,green,yellow,y,1113.7732188768407
90,2,congruent,blue,blue,y,633.0619962357155
90,3,incongruent,yellow,blue,g,1070.439727683631
90,4,congruent,blue,blue,b,501.23216409078566
90,5,incongruent,blue,yellow,b,1057.3049991437072
90,6,incongruent,yellow,green,b,1167.3546702121976
90,7,incongruent,green,yellow,g,925.7289943981756
90,8,incongruent,red,green,r,1131.6152562621378
90,9,congruent,blue,blue,b,720.9423132441998
90,10,congruent,red,red,y,685.2201025997604
90,11,incongruent,red,yellow,y,969.8641009217188
90,12,incongruent,yellow,blue,g,1021.4293458216752
90,13,incongruent,red,yellow,g,1044.8026969388006
90,14,incongruent,yellow,blue,g,1192.678397629024
90,15,incongruent,red,green,g,957.9395829519196
90,16,congruent,yellow,yellow,b,682.7970409158182
90,17,incongruent,blue,green,b,976.9740694449796
90,18,congruent,blue,blue,b,786.612369068719
90,19,incongruent,yellow,red,g,1067.730445536374
90,20,congruent,blue,blue,g,656.7441077425809
90,21,incongruent,red,green,y,1031.969999950206
90,22,incongruent,green,red,b,1160.195310671033
90,23,congruent,blue,blue,g,546.192257999111
90,24,congruent,blue,blue,y,466.2373119920954
90,25,incongruent,blue,yellow,y,947.6328871435963
90,26,incongruent,blue,yellow,g,1035.9442247945574
90,27,congruent,green,green,y,549.3099830575355
90,28,incongruent,yellow,red,g,1019.1095884250363
90,29,congruent,blue,blue,b,549.2867909281908
90,30,incongruent,blue,green,y,1040.546514294626
90,31,congruent,green,green,b,632.6445611268562
90,32,congruent,red,red,g,593.5480243463595
90,33,congruent,yellow,yellow,y,742.842278563675
90,34,congruent,red,red,y,502.8406959447672
90,35,congruent,red,red,r,493.4102622785126
90,36,congruent,blue,blue,r,664.0002140490536
90,37,congruent,red,red,r,632.8654593029436
90,38,incongruent,green,yellow,b,890.7612888997638
90,39,congruent,red,red,b,559.4455733706452
90,40,congruent,red,red,y,624.2759151426739
91,1,incongruent,red,blue,r,1011.0495828239328
91,2,incongruent,green,blue,b,910.0516467054616
91,3,incongruent,red,blue,g,978.3003139615244
91,4,congruent,red,red,r,856.7682108372305
91,5,congruent,blue,blue,r,692.1252855954847
91,6,congruent,blue,blue,g,699.3462390437306
91,7,incongruent,blue,red,r,889.2725303907149
91,8,congruent,red,red,r,667.3216949535213
91,9,congruent,blue,blue,y,687.0504354975736
91,10,congruent,yellow,yellow,b,858.1709025806181
91,11,incongruent,red,green,y,1018.0328810503796
91,12,congruent,blue,blue,g,575.4345605734601
91,13,incongruent,red,green,b,732.303508368096
91,14,congruent,yellow,yellow,b,815.5408175708126
91,15,congruent,green,green,y,710.1879044208439
91,16,incongruent,yellow,red,y,881.1904191371397
91,17,congruent,yellow,yellow,b,767.3478421416745
91,18,incongruent,green,red,g,948.6861603570344
91,19,congruent,green,green,y,721.3191226022998
91,20,congruent,yellow,yellow,b,622.2472420434012
91,21,incongruent,red,green,g,877.9086569422584
91,22,congruent,red,red,b,803.8615537161066
91,23,incongruent,green,blue,y,996.9523299174516
91,24,congruent,green,green,r,777.7143220925975
91,25,congruent,yellow,yellow,g,667.227307762722
91,26,incongruent,blue,red,g,929.2338862922928
91,27,incongruent,red,green,r,948.7722689977832
91,28,congruent,red,red,b,823.1078362867216
91,29,incongruent,yellow,green,g,995.9079976711064
91,30,incongruent,yellow,green,g,886.6407134781855
91,31,incongruent,green,yellow,b,857.6450688122713
91,32,incongruent,yellow,red,y,852.8915799296942
91,33,incongruent,green,blue,y,995.046994600921
91,34,congruent,blue,blue,b,513.024598787958
91,35,congruent,blue,blue,r,745.8220023289856
91,36,incongruent,red,yellow,b,877.7210826630992
91,37,incongruent,blue,yellow,r,747.447297951369
91,38,congruent,blue,blue,b,638.7542028191443
91,39,incongruent,yellow,blue,b,961.792975949284
91,40,congruent,yellow,yellow,g,828.4374423451119
92,1,congruent,blue,blue,g,588.4222305571732
92,2,incongruent,green,blue,r,862.5300226377591
92,3,congruent,blue,blue,r,701.1563163349514
92,4,incongruent,blue,green,y,729.7484993936612
92,5,incongruent,yellow,red,b,690.8698721731041
92,6,congruent,green,green,r,719.970225807264
92,7,congruent,yellow,yellow,g,445.62786890580867
92,8,incongruent,green,yellow,b,813.1906755691499
92,9,congruent,red,red,b,620.4595393311599
92,10,incongruent,green,yellow,g,829.9378502350224
92,11,incongruent,blue,red,r,830.2345913102831
92,12,congruent,green,green,y,625.3515030749542
92,13,congruent,blue,blue,g,617.0238511434025
92,14,congruent,green,green,b,636.2065775357269
92,15,congruent,blue,blue,b,528.6720627982717
92,16,congruent,red,red,b,754.53829652439
92,17,congruent,blue,blue,g,765.6775566963773
92,18,congruent,blue,blue,b,645.8864481348699
92,19,congruent,blue,blue,b,706.2095973975119
92,20,incongruent,red,yellow,y,731.1725738335933
92,21,incongruent,blue,yellow,g,867.698478096956
92,22,congruent,yellow,yellow,y,643.1647694791664
92,23,incongruent,green,red,b,928.3085089072956
92,24,congruent,blue,blue,r,709.7576541953683
92,25,incongruent,blue,yellow,y,799.3570767157497
92,26,congruent,green,green,g,701.8402777478467
92,27,incongruent,yellow,green,r,891.6459584962936
92,28,incongruent,yellow,red,g,756.7102372241188
92,29,congruent,green,green,y,670.7948246993275
92,30,incongruent,yellow,green,r,864.9403616069692
92,31,congruent,blue,blue,g,728.652294078431
92,32,incongruent,green,red,g,804.4639706790318
92,33,congruent,yellow,yellow,g,663.2076097221145
92,34,incongruent,green,yellow,r,835.9484396692709
92,35,incongruent,green,blue,r,718.3636163543663
92,36,incongruent,blue,green,g,712.3733529196978
92,37,incongruent,red,blue,g,842.835592987989
92,38,congruent,blue,blue,r,632.7839378358834
92,39,incongruent,yellow,blue,r,882.1237724346954
92,40,incongruent,blue,green,y,827.1953827549925
93,1,incongruent,red,green,y,786.8562633618351
93,2,congruent,yellow,yellow,y,831.5969682521863
93,3,incongruent,blue,green,y,751.9992605657071
93,4,incongruent,blue,yellow,y,774.2294002444867
93,5,congruent,yellow,yellow,b,908.1718455542248
93,6,incongruent,blue,yellow,y,783.6659771964738
93,7,incongruent,blue,yellow,g,686.3888776097522
93,8,incongruent,yellow,blue,y,838.8309174694285
93,9,incongruent,red,blue,r,907.147131433426
93,10,congruent,blue,blue,b,767.0336645254317
93,11,congruent,red,red,y,694.8602233832543
93,12,congruent,yellow,yellow,b,883.279940844237
93,13,congruent,red,red,g,762.6996700177992
93,14,incongruent,blue,yellow,b,908.9389422598672
93,15,incongruent,red,yellow,g,828.3615110966778
93,16,incongruent,blue,red,g,728.9942216617611
93,17,congruent,green,green,r,814.3241856406645
93,18,incongruent,yellow,red,b,770.0676038099515
93,19,congruent,blue,blue,b,781.411505333602
93,20,congruent,red,red,y,915.5258844322829
93,21,congruent,green,green,r,742.559749905889
93,22,congruent,blue,blue,g,1011.0225880305328
93,23,congruent,yellow,yellow,r,841.244936411518
93,24,congruent,green,green,b,806.95539638558
93,25,incongruent,blue,red,r,770.7012169311082
93,26,congruent,red,red,b,740.7263179057411
93,27,congruent,blue,blue,b,938.70193869507
93,28,congruent,red,red,g,815.7046890238096
93,29,incongruent,blue,yellow,b,871.8130460388606
93,30,incongruent,blue,red,b,814.7638767676507
93,31,incongruent,yellow,blue,g,694.3241526703512
93,32,congruent,blue,blue,r,786.789769217373
93,33,congruent,yellow,yellow,y,804.623609324854
93,34,incongruent,yellow,blue,g,837.2750966150572
93,35,incongruent,blue,yellow,r,840.9444795502963
93,36,congruent,red,red,g,795.1851644150612
93,37,incongruent,yellow,blue,r,695.3740381969059
93,38,congruent,blue,blue,r,836.6246087008877
93,39,incongruent,red,blue,y,799.7610522989705
93,40,incongruent,green,yellow,g,823.6781242214323
94,1,incongruent,red,yellow,g,1036.1999547325702
94,2,incongruent,blue,green,y,873.8649303418091
94,3,incongruent,blue,green,r,1032.472254539906
94,4,congruent,blue,blue,r,973.7608703571224
94,5,incongruent,blue,red,y,1104.437039990201
94,6,congruent,blue,blue,b,903.4189878799413
94,7,congruent,yellow,yellow,y,739.5184523194484
94,8,incongruent,green,red,r,1040.5685463299444
94,9,congruent,red,red,g,860.3589248829342
94,10,incongruent,blue,red,r,1026.8003523577486
94,11,incongruent,yellow,green,y,1042.753687815292
94,12,congruent,yellow,yellow,r,888.1004702870232
94,13,incongruent,blue,green,y,1045.4701626970675
94,14,congruent,green,green,b,781.0361439730864
94,15,congruent,red,red,y,926.4785355000772
94,16,congruent,blue,blue,g,933.0889447382336
94,17,congruent,blue,blue,b,790.8022575356181
94,18,incongruent,red,yellow,y,1027.489447296641
94,19,congruent,yellow,yellow,y,867.7407172449467
94,20,congruent,blue,blue,b,744.1236321471306
94,21,incongruent,yellow,red,b,866.7697126548604
94,22,incongruent,red,yellow,g,986.148557055988
94,23,incongruent,yellow,green,g,912.1239612782392
94,24,incongruent,yellow,blue,g,963.1320903287436
94,25,congruent,green,green,g,800.0289228703928
94,26,congruent,green,green,b,842.6581974612802
94,27,incongruent,blue,red,g,904.2114054716276
94,28,congruent,red,red,g,817.0947469948827
94,29,incongruent,yellow,red,y,1069.5127741051765
94,30,incongruent,blue,green,g,875.0968428325023
94,31,incongruent,red,blue,y,993.5741547481292
94,32,congruent,blue,blue,r,811.3622621015837
94,33,incongruent,green,yellow,b,1075.262201585593
94,34,congruent,blue,blue,g,850.0453496466429
94,35,incongruent,blue,green,g,850.6050153164556
94,36,congruent,green,green,r,834.754649544469
94,37,congruent,red,red,b,826.6561791139785
94,38,incongruent,red,blue,g,984.5669185215066
94,39,congruent,red,red,g,857.2777905113757
94,40,congruent,red,red,y,745.2513828898328
95,1,congruent,red,red,y,742.2305560484131
95,2,incongruent,yellow,red,b,849.8543623821885
95,3,incongruent,green,yellow,r,650.2808738826567
95,4,congruent,yellow,yellow,r,635.7688081731656
95,5,congruent,red,red,b,799.955447304783
95,6,incongruent,green,blue,r,812.3727288008533
95,7,incongruent,blue,green,y,762.8819149824077
95,8,incongruent,blue,green,b,718.9476040731441
95,9,congruent,yellow,yellow,y,741.60916072916325
95,10,incongruent,red,yellow,y,849.7577803366246
95,11,incongruent,red,blue,b,686.2383282152972
95,12,congruent,red,red,y,795.2600817739936
95,13,congruent,red,red,b,735.5955080142784
95,14,incongruent,yellow,blue,b,609.5721706803258
95,15,incongruent,red,yellow,r,796.7921975653483
95,16,incongruent,green,red,y,727.6176759274347
95,17,congruent,red,red,b,707.8080561986226
95,18,congruent,yellow,yellow,g,716.6432324518202
95,19,incongruent,yellow,green,y,811.1087517677028
95,20,congruent,yellow,yellow,y,599.9243750662638
95,21,incongruent,green,red,g,937.2161563861558
95,22,congruent,yellow,yellow,g,772.3671120229063
95,23,congruent,blue,blue,r,716.338503455746
95,24,congruent,yellow,yellow,g,768.7630702234939
95,25,congruent,yellow,yellow,y,819.830270666104
95,26,incongruent,blue,red,g,725.2580441589392
95,27,incongruent,yellow,red,y,699.9920935464705
95,28,incongruent,blue,yellow,g,717.4071407444434
95,29,incongruent,yellow,red,g,810.7516718791021
95,30,congruent,blue,blue,y,656.8749189347651
95,31,congruent,green,green,y,576.9979902725665
95,32,congruent,blue,blue,b,692.0932145085441
95,33,incongruent,yellow,red,g,739.9417795142167
95,34,congruent,red,red,b,725.5596690914656
95,35,congruent,red,red,b,622.563739457822
95,36,congruent,yellow,yellow,g,773.6925114760442
95,37,incongruent,yellow,blue,b,762.029415105999
95,38,incongruent,yellow,blue,r,743.8652071496311
95,39,incongruent,blue,green,r,761.4896089010572
95,40,congruent,yellow,yellow,r,708.1220001300393
96,1,congruent,green,green,b,638.8908640707268
96,2,congruent,red,red,b,514.8342211520098
96,3,incongruent,red,green,b,771.3354342724319
96,4,incongruent,green,yellow,g,958.6271835741692
96,5,congruent,green,green,b,605.7993289447032
96,6,congruent,red,red,b,490.9535281102208
96,7,congruent,red,red,g,582.973662344701
96,8,incongruent,yellow,blue,b,866.257001875019
96,9,congruent,red,red,y,536.5375943980639
96,10,congruent,blue,blue,r,632.0478952872026
96,11,congruent,green,green,g,595.920410674405
96,12,congruent,red,red,g,593.5381560206591
96,13,congruent,yellow,yellow,r,635.0610277491307
96,14,incongruent,blue,red,y,882.3330724292086
96,15,incongruent,green,blue,y,785.6891299252579
96,16,congruent,green,green,g,421.04390203939965
96,17,congruent,green,green,b,542.4754701791517
96,18,congruent,yellow,yellow,b,583.301438625877
96,19,incongruent,blue,red,y,995.9795075645344
96,20,incongruent,yellow,red,y,895.2492649888276
96,21,incongruent,red,blue,y,849.6937623051044
96,22,incongruent,yellow,blue,y,862.121013296506
96,23,congruent,red,red,g,526.1945071109984
96,24,congruent,yellow,yellow,g,512.6285960564751
96,25,incongruent,blue,red,b,936.6335437779506
96,26,congruent,green,green,g,693.7671169112169
96,27,congruent,red,red,g,592.8247544528923
96,28,incongruent,green,blue,r,887.4566771291278
96,29,incongruent,red,green,g,754.751278273307
96,30,incongruent,green,blue,r,862.1544716673076
96,31,incongruent,green,blue,r,760.1346017756699
96,32,incongruent,red,blue,r,826.0103842577679
96,33,incongruent,yellow,red,r,752.1915699524023
96,34,congruent,blue,blue,r,569.0854965219731
96,35,incongruent,blue,yellow,b,847.4909041994583
96,36,incongruent,red,green,b,795.6083419914111
96,37,incongruent,red,green,g,852.4210634747282
96,38,congruent,blue,blue,b,576.9309736973481
96,39,congruent,blue,blue,r,591.0769196528429
96,40,incongruent,blue,yellow,b,861.5649752698101
97,1,incongruent,green,yellow,r,925.8195209649956
97,2,incongruent,red,green,y,1089.434262151854
97,3,congruent,yellow,yellow,b,746.5617422364743
97,4,incongruent,green,blue,b,1026.1176863004885
97,5,incongruent,green,red,y,960.1540333501446
97,6,congruent,red,red,r,917.9772740256844
97,7,incongruent,red,yellow,r,859.5489944952943
97,8,congruent,red,red,g,876.1742405274177
97,9,incongruent,green,red,g,1004.311800715428
97,10,incongruent,yellow,green,g,1120.8673367071465
97,11,congruent,red,red,g,767.9390985286819
97,12,incongruent,yellow,blue,y,1083.6001293669665
97,13,incongruent,red,yellow,r,868.5792806136221
97,14,congruent,blue,blue,g,756.7117629493346
97,15,congruent,red,red,y,867.4087747159459
97,16,incongruent,blue,yellow,r,831.2757033820973
97,17,congruent,red,red,r,807.1658971661653
97,18,incongruent,green,yellow,b,986.3159398398616
97,19,congruent,green,green,y,953.7219587892992
97,20,congruent,red,red,r,670.662622520043
97,21,incongruent,red,blue,r,957.5313771735576
97,22,congruent,red,red,b,768.0328113707625
97,23,congruent,red,red,g,737.2756227768099
97,24,congruent,blue,blue,r,857.8902085220967
97,25,incongruent,yellow,green,g,1030.9413982213846
97,26,incongruent,yellow,red,y,983.6001072006216
97,27,congruent,blue,blue,b,809.6523599283124
97,28,incongruent,red,blue,r,991.7859171717917
97,29,incongruent,yellow,blue,y,939.9018221671593
97,30,incongruent,green,red,r,1057.3603395494606
97,31,congruent,blue,blue,g,653.598357868865
97,32,incongruent,blue,green,y,944.3729677735156
97,33,congruent,green,green,y,723.5835238183313
97,34,incongruent,yellow,green,y,1062.6958839820786
97,35,congruent,yellow,yellow,g,802.3016419076399
97,36,incongruent,blue,green,r,963.6193128725324
97,37,congruent,green,green,b,789.9211853133121
97,38,congruent,green,green,r,767.090619187461
97,39,congruent,blue,blue,y,793.8349533726517
97,40,congruent,yellow,yellow,y,862.3788504747124
98,1,congruent,green,green,g,511.8239679421254
98,2,congruent,yellow,yellow,g,572.9322591544634
98,3,incongruent,yellow,blue,r,594.4382827135579
98,4,congruent,red,red,g,570.5048360072028
98,5,incongruent,blue,yellow,y,762.5450641868899
98,6,incongruent,green,yellow,r,681.4855509184061
98,7,congruent,green,green,r,525.6327132047977
98,8,incongruent,blue,yellow,b,817.3075291472786
98,9,congruent,green,green,y,644.773083460267
98,10,incongruent,green,blue,g,808.289767852372
98,11,incongruent,green,blue,b,679.7721430508393
98,12,congruent,green,green,g,551.8584230129983
98,13,congruent,red,red,y,618.5610842178751
98,14,incongruent,red,green,y,788.2913537088376
98,15,congruent,red,red,y,592.283961503875
98,16,congruent,yellow,yellow,g,626.4801157989456
98,17,incongruent,blue,yellow,r,717.4128002957334
98,18,congruent,red,red,b,586.7932794860018
98,19,congruent,yellow,yellow,y,411.6823545577363
98,20,incongruent,yellow,green,r,763.2344340520658
98,21,incongruent,yellow,blue,r,812.281024684564
98,22,congruent,red,red,y,637.6161701842782
98,23,incongruent,green,blue,g,663.8289959003158
98,24,congruent,yellow,yellow,y,644.6783862029478
98,25,incongruent,blue,yellow,b,797.5869362957777
98,26,congruent,green,green,r,518.6293149277062
98,27,incongruent,green,yellow,g,700.2312808919206
98,28,congruent,green,green,g,426.7449365522445
98,29,congruent,green,green,g,443.13030570497
98,30,congruent,blue,blue,g,592.6168189915054
98,31,incongruent,blue,green,y,806.2709630420244
